account_id,company_name,sector,industry,province,country,employee_count,annual_budget_multiplier,price_sensitivity,service_attachment,source,account_tier,website
ACC00170,Austral Minera S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1706,1.29,0.227,0.75,partner_referral,C,https://austral-operaciones-corp.com.ar
ACC00171,Pampa Infraestructura S.R.L.,Energía,Utilities,Córdoba,Argentina,1670,1.23,0.286,0.68,industry_event,A,https://pampa-industrial-group.com.ar
ACC00172,Andes Energía S.R.L.,Minería,Mining,Santa Cruz,Argentina,2569,1.27,0.202,0.72,industry_event,B,https://andes-solutions-s-r-l.com.ar
ACC00173,Litoral Solutions Argentina,Servicios,Services,CABA,Argentina,392,0.92,0.245,0.45,industry_event,C,https://aconcagua-minera-servicios.com.ar
ACC00174,Sur Oil Corp.,Construcción,Construction,Córdoba,Argentina,287,0.93,0.396,0.52,partner_referral,C,https://sur-solutions-group.com.ar
ACC00175,Pampa Servicios S.A.,Minería,Mining,Catamarca,Argentina,2404,1.29,0.162,0.72,partner_referral,B,https://pampa-logística-s-r-l.com.ar
ACC00176,Austral Logística Group,Minería,Mining,Jujuy,Argentina,2145,1.44,0.17,0.72,partner_referral,B,https://sur-servicios-s-r-l.com.ar
ACC00177,Austral Industrial Servicios,Construcción,Construction,Mendoza,Argentina,208,1.15,0.196,0.52,website_form,C,https://aconcagua-servicios-argentina.com.ar
ACC00178,Pampa Oil Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,274,1.18,0.215,0.75,public_directory,C,https://litoral-industrial-s-a.com.ar
ACC00179,Andes Oil Argentina,Energía,Utilities,Mendoza,Argentina,128,1.19,0.172,0.68,public_directory,C,https://aconcagua-servicios-s-a.com.ar
ACC00180,Pampa Tecnología Servicios,Manufactura,Manufacturing,Santa Fe,Argentina,543,1.22,0.193,0.61,partner_referral,A,https://aconcagua-minera-servicios.com.ar
ACC00181,Norte Energía Argentina,Minería,Mining,Río Negro,Argentina,1025,1.13,0.133,0.72,public_directory,B,https://andes-servicios-s-a.com.ar
ACC00182,Cumbre Energía Servicios,Energía,Energy,Mendoza,Argentina,1436,1.08,0.282,0.68,public_directory,B,https://andes-energía-argentina.com.ar
ACC00183,Sur Industrial S.R.L.,Servicios,Services,CABA,Argentina,101,1.03,0.372,0.45,partner_referral,C,https://norte-servicios-servicios.com.ar
ACC00184,Austral Logística Corp.,Minería,Mining,San Juan,Argentina,2873,1.38,0.177,0.72,website_form,B,https://sur-industrial-s-a.com.ar
ACC00185,Cumbre Tecnología Servicios,Energía,Utilities,Buenos Aires,Argentina,1475,1.34,0.179,0.68,industry_event,C,https://litoral-minera-s-r-l.com.ar
ACC00186,Delta Tecnología Argentina,Minería,Mining,San Juan,Argentina,1868,1.13,0.167,0.72,outbound_research,C,https://patagonia-infraestructura-s-r-l.com.ar
ACC00187,Aconcagua Logística Group,Minería,Mining,Río Negro,Argentina,731,1.13,0.212,0.72,partner_referral,B,https://norte-energía-s-r-l.com.ar
ACC00188,Austral Oil Servicios,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,3876,1.2,0.116,0.75,public_directory,A,https://cumbre-logística-corp.com.ar
ACC00189,Patagonia Oil S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,3376,1.46,0.131,0.75,industry_event,B,https://litoral-servicios-s-a.com.ar
ACC00190,Norte Minera S.A.,Oil & Gas,Oil & Gas,Chubut,Argentina,3649,1.26,0.144,0.75,partner_referral,B,https://pampa-minera-s-a.com.ar
ACC00191,Sur Tecnología Corp.,Oil & Gas,Oil & Gas,Neuquén,Argentina,3441,1.35,0.178,0.75,public_directory,A,https://sur-tecnología-argentina.com.ar
ACC00192,Aconcagua Logística Group,Oil & Gas,Oil & Gas,Chubut,Argentina,1655,1.59,0.241,0.75,industry_event,B,https://aconcagua-logística-s-a.com.ar
ACC00193,Austral Servicios Argentina,Servicios,Services,Buenos Aires,Argentina,313,1.09,0.305,0.45,outbound_research,B,https://norte-energía-corp.com.ar
ACC00194,Norte Solutions Group,Construcción,Construction,CABA,Argentina,668,1.11,0.354,0.52,website_form,B,https://cumbre-minera-servicios.com.ar
ACC00195,Aconcagua Oil S.A.,Minería,Mining,Santa Cruz,Argentina,2933,1.35,0.194,0.72,public_directory,B,https://patagonia-energía-s-r-l.com.ar
ACC00196,Cumbre Industrial Servicios,Construcción,Construction,Córdoba,Argentina,190,1.19,0.253,0.52,partner_referral,A,https://patagonia-infraestructura-s-r-l.com.ar
ACC00197,Cumbre Tecnología S.R.L.,Energía,Utilities,Neuquén,Argentina,2365,1.13,0.203,0.68,public_directory,B,https://delta-logística-s-a.com.ar
ACC00198,Patagonia Energía Argentina,Energía,Energy,Santa Fe,Argentina,1783,1.12,0.182,0.68,outbound_research,B,https://sur-minera-s-a.com.ar
ACC00199,Patagonia Infraestructura S.A.,Energía,Energy,Mendoza,Argentina,1386,1.01,0.182,0.68,website_form,B,https://delta-solutions-servicios.com.ar
ACC00200,Austral Operaciones Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,2911,1.51,0.213,0.75,outbound_research,B,https://aconcagua-operaciones-s-a.com.ar
ACC00201,Cumbre Operaciones Corp.,Construcción,Construction,CABA,Argentina,480,1.11,0.225,0.52,website_form,B,https://austral-servicios-group.com.ar
ACC00202,Norte Minera Servicios,Minería,Mining,San Juan,Argentina,566,1.31,0.166,0.72,public_directory,A,https://sur-minera-servicios.com.ar
ACC00203,Delta Logística S.A.,Oil & Gas,Oil & Gas,Chubut,Argentina,894,1.29,0.133,0.75,outbound_research,B,https://aconcagua-tecnología-s-r-l.com.ar
ACC00204,Litoral Oil Argentina,Energía,Energy,Mendoza,Argentina,840,1.19,0.208,0.68,outbound_research,A,https://litoral-tecnología-s-a.com.ar
ACC00205,Delta Solutions Corp.,Manufactura,Manufacturing,Buenos Aires,Argentina,1042,1.09,0.238,0.61,partner_referral,B,https://patagonia-tecnología-s-a.com.ar
ACC00206,Andes Infraestructura S.R.L.,Construcción,Construction,CABA,Argentina,319,0.95,0.281,0.52,partner_referral,B,https://patagonia-tecnología-s-a.com.ar
ACC00207,Austral Industrial Argentina,Minería,Mining,Santa Cruz,Argentina,1602,1.29,0.219,0.72,website_form,C,https://pampa-infraestructura-s-a.com.ar
ACC00208,Litoral Energía S.R.L.,Energía,Energy,Santa Fe,Argentina,436,1.28,0.226,0.68,industry_event,C,https://cumbre-operaciones-s-r-l.com.ar
ACC00209,Andes Tecnología Group,Construcción,Construction,CABA,Argentina,231,1.08,0.217,0.52,industry_event,B,https://norte-oil-argentina.com.ar
ACC00210,Aconcagua Industrial Group,Construcción,Construction,CABA,Argentina,788,1.11,0.209,0.52,outbound_research,C,https://pampa-operaciones-corp.com.ar
ACC00211,Aconcagua Minera S.A.,Oil & Gas,Oil & Gas,Chubut,Argentina,3593,1.33,0.235,0.75,industry_event,B,https://litoral-logística-servicios.com.ar
ACC00212,Sur Energía Servicios,Oil & Gas,Oil & Gas,Neuquén,Argentina,3955,1.25,0.177,0.75,outbound_research,B,https://sur-infraestructura-group.com.ar
ACC00213,Litoral Logística Argentina,Energía,Energy,Córdoba,Argentina,2398,1.02,0.233,0.68,partner_referral,A,https://delta-minera-corp.com.ar
ACC00214,Delta Infraestructura S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1857,1.19,0.165,0.75,website_form,B,https://delta-industrial-corp.com.ar
ACC00215,Patagonia Energía S.A.,Construcción,Construction,CABA,Argentina,459,1.04,0.209,0.52,outbound_research,B,https://litoral-industrial-s-a.com.ar
ACC00216,Delta Minera S.A.,Construcción,Construction,Buenos Aires,Argentina,452,1.01,0.341,0.52,website_form,A,https://sur-infraestructura-s-r-l.com.ar
ACC00217,Delta Energía Servicios,Minería,Mining,Jujuy,Argentina,2727,1.31,0.103,0.72,industry_event,C,https://delta-operaciones-servicios.com.ar
ACC00218,Patagonia Servicios S.A.,Construcción,Construction,CABA,Argentina,108,1.01,0.274,0.52,outbound_research,B,https://patagonia-solutions-servicios.com.ar
ACC00219,Andes Infraestructura S.R.L.,Construcción,Construction,Santa Fe,Argentina,311,1.12,0.245,0.52,website_form,C,https://pampa-minera-corp.com.ar
ACC00220,Austral Industrial Group,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,781,1.21,0.255,0.75,public_directory,B,https://austral-servicios-corp.com.ar
ACC00221,Cumbre Energía S.A.,Servicios,Services,CABA,Argentina,18,0.86,0.429,0.45,partner_referral,B,https://austral-operaciones-corp.com.ar
ACC00222,Austral Oil Servicios,Construcción,Construction,Buenos Aires,Argentina,675,0.98,0.248,0.52,public_directory,C,https://delta-oil-group.com.ar
ACC00223,Patagonia Infraestructura Argentina,Minería,Mining,Río Negro,Argentina,2761,1.36,0.199,0.72,website_form,B,https://aconcagua-energía-corp.com.ar
ACC00224,Delta Energía S.A.,Construcción,Construction,Buenos Aires,Argentina,336,1.11,0.216,0.52,industry_event,B,https://norte-servicios-group.com.ar
ACC00225,Andes Logística Corp.,Oil & Gas,Oil & Gas,Chubut,Argentina,1167,1.39,0.147,0.75,public_directory,B,https://litoral-minera-servicios.com.ar
ACC00226,Delta Logística S.R.L.,Minería,Mining,San Juan,Argentina,2421,1.37,0.205,0.72,website_form,B,https://austral-industrial-s-a.com.ar
ACC00227,Andes Minera Group,Manufactura,Manufacturing,Buenos Aires,Argentina,550,1.25,0.176,0.61,website_form,B,https://aconcagua-solutions-group.com.ar
ACC00228,Norte Energía Servicios,Minería,Mining,Río Negro,Argentina,1410,1.14,0.174,0.72,website_form,A,https://austral-industrial-corp.com.ar
ACC00229,Norte Logística S.A.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,2512,1.15,0.136,0.75,public_directory,C,https://cumbre-solutions-corp.com.ar
ACC00230,Austral Solutions S.R.L.,Minería,Mining,San Juan,Argentina,900,1.43,0.083,0.72,public_directory,B,https://andes-logística-s-a.com.ar
ACC00231,Norte Energía S.R.L.,Construcción,Construction,Mendoza,Argentina,775,1.03,0.391,0.52,outbound_research,C,https://patagonia-industrial-s-r-l.com.ar
ACC00232,Sur Minera Argentina,Manufactura,Manufacturing,Mendoza,Argentina,1485,1.14,0.241,0.61,partner_referral,A,https://cumbre-industrial-corp.com.ar
ACC00233,Norte Infraestructura Group,Construcción,Construction,CABA,Argentina,262,1.11,0.342,0.52,industry_event,B,https://pampa-energía-s-r-l.com.ar
ACC00234,Delta Energía S.R.L.,Oil & Gas,Oil & Gas,CABA,Argentina,1092,1.36,0.173,0.75,public_directory,B,https://pampa-minera-group.com.ar
ACC00235,Delta Infraestructura Argentina,Energía,Energy,Buenos Aires,Argentina,450,1.08,0.274,0.68,outbound_research,A,https://pampa-logística-corp.com.ar
ACC00236,Delta Industrial Corp.,Energía,Utilities,Santa Fe,Argentina,1145,1.19,0.219,0.68,website_form,B,https://delta-energía-s-a.com.ar
ACC00237,Pampa Operaciones Group,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,1270,1.41,0.147,0.75,website_form,A,https://patagonia-solutions-argentina.com.ar
ACC00238,Sur Energía S.A.,Energía,Utilities,Córdoba,Argentina,456,1.02,0.286,0.68,partner_referral,C,https://aconcagua-minera-s-a.com.ar
ACC00239,Sur Solutions S.R.L.,Minería,Mining,San Juan,Argentina,807,1.2,0.204,0.72,website_form,B,https://cumbre-solutions-argentina.com.ar
ACC00240,Litoral Industrial S.A.,Minería,Mining,San Juan,Argentina,2355,1.23,0.139,0.72,public_directory,B,https://austral-industrial-corp.com.ar
ACC00241,Austral Minera Group,Construcción,Construction,Córdoba,Argentina,511,1.02,0.22,0.52,industry_event,B,https://andes-infraestructura-s-a.com.ar
ACC00242,Sur Tecnología S.R.L.,Construcción,Construction,Mendoza,Argentina,562,0.93,0.325,0.52,industry_event,B,https://andes-solutions-servicios.com.ar
ACC00243,Delta Servicios S.R.L.,Manufactura,Manufacturing,Mendoza,Argentina,776,1.22,0.28,0.61,public_directory,A,https://sur-tecnología-servicios.com.ar
ACC00244,Austral Infraestructura S.R.L.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,4232,1.17,0.11,0.75,public_directory,A,https://austral-minera-s-a.com.ar
ACC00245,Delta Logística Argentina,Minería,Mining,Santa Cruz,Argentina,925,1.42,0.198,0.72,industry_event,A,https://delta-tecnología-argentina.com.ar
ACC00246,Austral Logística S.A.,Manufactura,Manufacturing,Buenos Aires,Argentina,1783,1.18,0.272,0.61,public_directory,A,https://norte-logística-s-r-l.com.ar
ACC00247,Litoral Logística S.R.L.,Servicios,Services,Santa Fe,Argentina,337,0.87,0.339,0.45,outbound_research,B,https://norte-servicios-s-r-l.com.ar
ACC00248,Cumbre Industrial S.R.L.,Construcción,Construction,Santa Fe,Argentina,420,1.18,0.393,0.52,outbound_research,B,https://patagonia-minera-s-r-l.com.ar
ACC00249,Sur Logística S.R.L.,Minería,Mining,Catamarca,Argentina,1074,1.39,0.174,0.72,industry_event,B,https://norte-solutions-s-r-l.com.ar
ACC00250,Patagonia Industrial S.A.,Construcción,Construction,Córdoba,Argentina,282,1.03,0.272,0.52,outbound_research,C,https://litoral-operaciones-group.com.ar
ACC00251,Cumbre Solutions S.R.L.,Energía,Utilities,Buenos Aires,Argentina,2043,1.03,0.272,0.68,industry_event,A,https://norte-energía-s-a.com.ar
ACC00252,Patagonia Oil S.A.,Minería,Mining,San Juan,Argentina,759,1.31,0.166,0.72,partner_referral,C,https://aconcagua-servicios-servicios.com.ar
ACC00253,Patagonia Logística S.R.L.,Manufactura,Manufacturing,Santa Fe,Argentina,159,1.09,0.251,0.61,public_directory,B,https://norte-infraestructura-s-r-l.com.ar
ACC00254,Austral Minera S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4883,1.31,0.177,0.75,industry_event,C,https://cumbre-minera-s-r-l.com.ar
ACC00255,Norte Energía Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,1599,1.29,0.172,0.75,partner_referral,C,https://norte-energía-argentina.com.ar
ACC00256,Aconcagua Logística S.R.L.,Energía,Utilities,Córdoba,Argentina,1599,1.02,0.199,0.68,industry_event,B,https://norte-tecnología-s-a.com.ar
ACC00257,Sur Oil Corp.,Oil & Gas,Oil & Gas,Neuquén,Argentina,902,1.4,0.251,0.75,public_directory,B,https://austral-minera-servicios.com.ar
ACC00258,Patagonia Operaciones Argentina,Manufactura,Manufacturing,Mendoza,Argentina,662,1.12,0.32,0.61,public_directory,B,https://cumbre-servicios-s-a.com.ar
ACC00259,Delta Solutions S.R.L.,Servicios,Services,Santa Fe,Argentina,98,0.81,0.201,0.45,partner_referral,A,https://delta-tecnología-group.com.ar
ACC00260,Patagonia Operaciones Servicios,Minería,Mining,Río Negro,Argentina,374,1.29,0.2,0.72,public_directory,B,https://andes-tecnología-servicios.com.ar
ACC00261,Aconcagua Servicios S.R.L.,Energía,Energy,Mendoza,Argentina,540,1.32,0.221,0.68,website_form,C,https://austral-logística-corp.com.ar
ACC00262,Cumbre Tecnología Corp.,Minería,Mining,Río Negro,Argentina,2088,1.16,0.136,0.72,public_directory,B,https://aconcagua-industrial-corp.com.ar
ACC00263,Pampa Industrial Argentina,Manufactura,Manufacturing,Córdoba,Argentina,1464,1.25,0.319,0.61,website_form,B,https://norte-infraestructura-group.com.ar
ACC00264,Pampa Servicios Group,Manufactura,Manufacturing,Buenos Aires,Argentina,1829,1.21,0.204,0.61,partner_referral,B,https://patagonia-solutions-corp.com.ar
ACC00265,Austral Logística S.A.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4168,1.18,0.228,0.75,partner_referral,A,https://austral-tecnología-s-a.com.ar
ACC00266,Pampa Industrial Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,672,1.56,0.227,0.75,industry_event,B,https://litoral-oil-corp.com.ar
ACC00267,Andes Solutions Group,Construcción,Construction,Buenos Aires,Argentina,717,1.08,0.219,0.52,partner_referral,B,https://sur-logística-s-r-l.com.ar
ACC00268,Patagonia Infraestructura S.A.,Manufactura,Manufacturing,Córdoba,Argentina,1583,0.97,0.311,0.61,outbound_research,C,https://pampa-solutions-group.com.ar
ACC00269,Andes Minera S.R.L.,Construcción,Construction,Santa Fe,Argentina,40,1.08,0.182,0.52,industry_event,B,https://norte-infraestructura-corp.com.ar
ACC00270,Norte Solutions Corp.,Manufactura,Manufacturing,Córdoba,Argentina,990,1.17,0.305,0.61,partner_referral,B,https://andes-oil-argentina.com.ar
ACC00271,Cumbre Tecnología Group,Servicios,Services,Córdoba,Argentina,297,1.01,0.31,0.45,industry_event,C,https://sur-infraestructura-group.com.ar
ACC00272,Delta Oil S.R.L.,Construcción,Construction,Córdoba,Argentina,212,1.14,0.357,0.52,public_directory,B,https://sur-servicios-argentina.com.ar
ACC00273,Norte Operaciones Corp.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,2621,1.48,0.205,0.75,public_directory,C,https://sur-solutions-argentina.com.ar
ACC00274,Austral Infraestructura S.R.L.,Energía,Energy,Mendoza,Argentina,1548,1.1,0.205,0.68,industry_event,C,https://austral-servicios-argentina.com.ar
ACC00275,Sur Solutions Argentina,Manufactura,Manufacturing,Buenos Aires,Argentina,505,1.09,0.317,0.61,industry_event,B,https://norte-minera-s-a.com.ar
ACC00276,Cumbre Energía Corp.,Energía,Energy,Neuquén,Argentina,2456,1.18,0.276,0.68,partner_referral,B,https://aconcagua-industrial-s-r-l.com.ar
ACC00277,Aconcagua Tecnología Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,3007,1.29,0.229,0.75,website_form,B,https://delta-logística-argentina.com.ar
ACC00278,Pampa Servicios Servicios,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,2440,1.37,0.237,0.75,website_form,A,https://aconcagua-operaciones-corp.com.ar
ACC00279,Andes Industrial Servicios,Energía,Energy,Mendoza,Argentina,1650,1.26,0.291,0.68,industry_event,C,https://austral-solutions-s-a.com.ar
ACC00280,Sur Infraestructura S.R.L.,Construcción,Construction,CABA,Argentina,251,1.02,0.31,0.52,outbound_research,A,https://andes-infraestructura-group.com.ar
ACC00281,Sur Operaciones Argentina,Energía,Energy,Neuquén,Argentina,2226,1.12,0.282,0.68,industry_event,C,https://delta-operaciones-s-a.com.ar
ACC00282,Andes Tecnología Servicios,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,1930,1.21,0.228,0.75,website_form,B,https://norte-oil-servicios.com.ar
ACC00283,Andes Industrial Argentina,Oil & Gas,Oil & Gas,Neuquén,Argentina,1085,1.34,0.168,0.75,public_directory,B,https://delta-solutions-argentina.com.ar
ACC00284,Aconcagua Energía Argentina,Construcción,Construction,Buenos Aires,Argentina,328,1.09,0.334,0.52,partner_referral,C,https://patagonia-oil-argentina.com.ar
ACC00285,Patagonia Minera S.R.L.,Construcción,Construction,Córdoba,Argentina,136,1.13,0.363,0.52,outbound_research,B,https://aconcagua-infraestructura-s-r-l.com.ar
ACC00286,Litoral Logística S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1901,1.16,0.116,0.75,website_form,C,https://litoral-servicios-s-a.com.ar
ACC00287,Patagonia Infraestructura Argentina,Construcción,Construction,Buenos Aires,Argentina,760,1.04,0.395,0.52,industry_event,B,https://patagonia-servicios-s-a.com.ar
ACC00288,Sur Operaciones Argentina,Manufactura,Manufacturing,Córdoba,Argentina,1691,0.98,0.292,0.61,website_form,A,https://delta-servicios-group.com.ar
ACC00289,Norte Energía Group,Minería,Mining,San Juan,Argentina,2646,1.16,0.136,0.72,partner_referral,B,https://aconcagua-minera-corp.com.ar
ACC00290,Delta Industrial S.R.L.,Construcción,Construction,CABA,Argentina,135,1.02,0.31,0.52,public_directory,B,https://delta-tecnología-corp.com.ar
ACC00291,Delta Minera Corp.,Construcción,Construction,Santa Fe,Argentina,49,1.17,0.277,0.52,website_form,B,https://sur-industrial-argentina.com.ar
ACC00292,Sur Oil Servicios,Manufactura,Manufacturing,Santa Fe,Argentina,1421,1.09,0.285,0.61,partner_referral,B,https://aconcagua-servicios-servicios.com.ar
ACC00293,Delta Oil Corp.,Manufactura,Manufacturing,Buenos Aires,Argentina,73,1.24,0.155,0.61,partner_referral,B,https://sur-infraestructura-s-a.com.ar
ACC00294,Aconcagua Solutions S.A.,Energía,Utilities,Neuquén,Argentina,1630,1.16,0.223,0.68,website_form,C,https://litoral-logística-s-a.com.ar
ACC00295,Aconcagua Operaciones S.A.,Servicios,Services,CABA,Argentina,62,1.05,0.394,0.45,public_directory,B,https://austral-oil-s-r-l.com.ar
ACC00296,Sur Industrial S.R.L.,Construcción,Construction,Mendoza,Argentina,369,1.0,0.349,0.52,public_directory,B,https://sur-minera-s-a.com.ar
ACC00297,Sur Logística Argentina,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,217,1.4,0.167,0.75,website_form,A,https://delta-minera-s-r-l.com.ar
ACC00298,Norte Tecnología S.R.L.,Manufactura,Manufacturing,Mendoza,Argentina,269,0.99,0.31,0.61,outbound_research,B,https://pampa-logística-s-a.com.ar
ACC00299,Cumbre Energía Corp.,Construcción,Construction,Buenos Aires,Argentina,668,1.1,0.39,0.52,outbound_research,C,https://andes-oil-argentina.com.ar
ACC00300,Litoral Oil S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4993,1.48,0.123,0.75,partner_referral,B,https://cumbre-logística-servicios.com.ar
ACC00301,Pampa Infraestructura Corp.,Manufactura,Manufacturing,Mendoza,Argentina,1297,1.27,0.231,0.61,outbound_research,A,https://cumbre-oil-group.com.ar
ACC00302,Austral Solutions S.R.L.,Manufactura,Manufacturing,Córdoba,Argentina,1507,1.16,0.198,0.61,industry_event,C,https://delta-servicios-servicios.com.ar
ACC00303,Sur Oil Corp.,Energía,Utilities,Santa Fe,Argentina,552,1.24,0.281,0.68,public_directory,B,https://aconcagua-industrial-servicios.com.ar
ACC00304,Andes Industrial S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1390,1.49,0.129,0.75,industry_event,B,https://delta-industrial-argentina.com.ar
ACC00305,Austral Industrial Group,Construcción,Construction,CABA,Argentina,791,0.93,0.371,0.52,public_directory,C,https://austral-operaciones-s-r-l.com.ar
ACC00306,Aconcagua Operaciones Corp.,Energía,Utilities,Santa Fe,Argentina,272,1.34,0.13,0.68,industry_event,A,https://litoral-solutions-argentina.com.ar
ACC00307,Cumbre Oil Argentina,Construcción,Construction,Córdoba,Argentina,793,1.13,0.392,0.52,industry_event,B,https://patagonia-servicios-s-r-l.com.ar
ACC00308,Andes Operaciones Group,Construcción,Construction,Buenos Aires,Argentina,406,0.94,0.308,0.52,industry_event,A,https://litoral-servicios-s-a.com.ar
ACC00309,Cumbre Infraestructura Corp.,Oil & Gas,Oil & Gas,Chubut,Argentina,616,1.18,0.227,0.75,public_directory,A,https://delta-oil-s-a.com.ar
ACC00310,Austral Oil Corp.,Construcción,Construction,CABA,Argentina,445,1.0,0.374,0.52,industry_event,B,https://norte-solutions-servicios.com.ar
ACC00311,Patagonia Logística Corp.,Energía,Energy,Neuquén,Argentina,116,1.32,0.23,0.68,public_directory,B,https://andes-logística-corp.com.ar
ACC00312,Norte Oil Argentina,Manufactura,Manufacturing,Buenos Aires,Argentina,840,0.96,0.243,0.61,industry_event,B,https://austral-minera-corp.com.ar
ACC00313,Austral Energía S.A.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,2824,1.59,0.239,0.75,public_directory,A,https://patagonia-solutions-argentina.com.ar
ACC00314,Aconcagua Energía S.R.L.,Construcción,Construction,CABA,Argentina,721,1.09,0.387,0.52,outbound_research,A,https://sur-industrial-s-a.com.ar
ACC00315,Austral Energía Servicios,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,2263,1.56,0.173,0.75,partner_referral,B,https://aconcagua-logística-s-a.com.ar
ACC00316,Andes Tecnología S.A.,Minería,Mining,Catamarca,Argentina,2290,1.35,0.09,0.72,public_directory,A,https://norte-tecnología-s-a.com.ar
ACC00317,Aconcagua Industrial Corp.,Minería,Mining,San Juan,Argentina,1662,1.29,0.099,0.72,partner_referral,C,https://austral-infraestructura-argentina.com.ar
ACC00318,Austral Oil S.R.L.,Oil & Gas,Oil & Gas,Chubut,Argentina,291,1.17,0.203,0.75,partner_referral,B,https://patagonia-infraestructura-s-r-l.com.ar
ACC00319,Aconcagua Oil S.R.L.,Construcción,Construction,Córdoba,Argentina,236,0.96,0.316,0.52,industry_event,A,https://delta-tecnología-s-a.com.ar
ACC00320,Austral Energía Group,Manufactura,Manufacturing,Mendoza,Argentina,1370,1.03,0.179,0.61,public_directory,B,https://sur-logística-s-r-l.com.ar
ACC00321,Norte Tecnología S.A.,Construcción,Construction,CABA,Argentina,122,1.0,0.279,0.52,public_directory,B,https://cumbre-servicios-servicios.com.ar
ACC00322,Delta Industrial Group,Energía,Energy,Santa Fe,Argentina,1834,1.27,0.248,0.68,partner_referral,B,https://sur-servicios-argentina.com.ar
ACC00323,Litoral Logística Group,Construcción,Construction,Mendoza,Argentina,493,1.07,0.219,0.52,public_directory,A,https://norte-servicios-servicios.com.ar
ACC00324,Andes Oil Argentina,Oil & Gas,Oil & Gas,Neuquén,Argentina,817,1.52,0.204,0.75,public_directory,A,https://andes-oil-group.com.ar
ACC00325,Delta Logística Corp.,Energía,Energy,Neuquén,Argentina,2013,1.31,0.226,0.68,industry_event,A,https://austral-oil-s-a.com.ar
ACC00326,Pampa Tecnología Argentina,Minería,Mining,Santa Cruz,Argentina,143,1.37,0.1,0.72,outbound_research,A,https://cumbre-servicios-argentina.com.ar
ACC00327,Pampa Minera S.R.L.,Construcción,Construction,Córdoba,Argentina,61,0.98,0.231,0.52,outbound_research,B,https://sur-operaciones-corp.com.ar
ACC00328,Sur Energía Argentina,Manufactura,Manufacturing,Buenos Aires,Argentina,131,1.23,0.193,0.61,public_directory,B,https://aconcagua-operaciones-group.com.ar
ACC00329,Norte Operaciones S.R.L.,Energía,Utilities,Buenos Aires,Argentina,2196,1.12,0.276,0.68,partner_referral,C,https://cumbre-industrial-servicios.com.ar
ACC00330,Pampa Energía Servicios,Manufactura,Manufacturing,Mendoza,Argentina,389,1.02,0.177,0.61,industry_event,B,https://patagonia-solutions-corp.com.ar
ACC00331,Litoral Minera S.R.L.,Construcción,Construction,Buenos Aires,Argentina,513,1.09,0.27,0.52,outbound_research,A,https://cumbre-tecnología-s-r-l.com.ar
ACC00332,Cumbre Servicios S.A.,Oil & Gas,Oil & Gas,CABA,Argentina,521,1.27,0.132,0.75,partner_referral,B,https://cumbre-industrial-argentina.com.ar
ACC00333,Pampa Minera Servicios,Construcción,Construction,Córdoba,Argentina,107,1.16,0.218,0.52,partner_referral,B,https://cumbre-servicios-servicios.com.ar
ACC00334,Sur Minera Servicios,Construcción,Construction,Córdoba,Argentina,191,0.97,0.265,0.52,website_form,A,https://austral-oil-argentina.com.ar
ACC00335,Patagonia Servicios Corp.,Minería,Mining,Jujuy,Argentina,2580,1.41,0.154,0.72,website_form,A,https://delta-tecnología-servicios.com.ar
ACC00336,Aconcagua Logística S.A.,Manufactura,Manufacturing,Mendoza,Argentina,1119,1.03,0.3,0.61,partner_referral,B,https://cumbre-energía-corp.com.ar
ACC00337,Patagonia Infraestructura Servicios,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,2104,1.27,0.101,0.75,website_form,B,https://patagonia-oil-s-a.com.ar
ACC00338,Sur Operaciones Group,Minería,Mining,Jujuy,Argentina,2917,1.15,0.171,0.72,industry_event,B,https://austral-operaciones-servicios.com.ar
ACC00339,Aconcagua Solutions Corp.,Minería,Mining,Salta,Argentina,2887,1.16,0.158,0.72,partner_referral,B,https://norte-tecnología-group.com.ar
