service_id,date,account_id,company_name,province,service_family,service_item,ticket_type,sla_hours,resolved,parts_used,labor_hours,revenue_usd
SRV_ACC00201_02,2024-07-18,ACC00201,Cumbre Operaciones Corp.,CABA,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,4,1.78,4787.41
SRV_ACC00202_01,2025-02-15,ACC00202,Norte Minera Servicios,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,7,3.86,48433.0
SRV_ACC00202_02,2026-02-24,ACC00202,Norte Minera Servicios,San Juan,Auditoria de Aire Sullair,Auditoría industrial,training,24,1,0,6.61,8894.05
SRV_ACC00203_01,2025-12-21,ACC00203,Delta Logística S.A.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,2,1.14,6075.71
SRV_ACC00203_02,2025-08-12,ACC00203,Delta Logística S.A.,Chubut,Servicio técnico,Mantenimiento correctivo,preventive,24,1,2,7.29,15151.95
SRV_ACC00203_03,2024-08-08,ACC00203,Delta Logística S.A.,Chubut,Servicio técnico,Mantenimiento correctivo,corrective,4,0,3,13.17,9035.35
SRV_ACC00203_04,2025-09-06,ACC00203,Delta Logística S.A.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,training,24,1,1,1.3,1832.69
SRV_ACC00203_05,2025-04-22,ACC00203,Delta Logística S.A.,Chubut,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,0,3,5.54,33554.14
SRV_ACC00204_01,2025-02-16,ACC00204,Litoral Oil Argentina,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,3,0.52,10601.08
SRV_ACC00204_02,2025-03-30,ACC00204,Litoral Oil Argentina,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,3.13,1056.31
SRV_ACC00204_03,2025-10-26,ACC00204,Litoral Oil Argentina,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,48,1,2,9.48,4491.36
SRV_ACC00204_04,2024-11-02,ACC00204,Litoral Oil Argentina,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,3,1.86,19348.13
SRV_ACC00204_05,2025-06-14,ACC00204,Litoral Oil Argentina,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,2,5.24,5039.38
SRV_ACC00205_01,2024-06-20,ACC00205,Delta Solutions Corp.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,0,7.14,24525.98
SRV_ACC00205_02,2025-03-25,ACC00205,Delta Solutions Corp.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,3,5.83,2580.45
SRV_ACC00205_03,2024-10-29,ACC00205,Delta Solutions Corp.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,1,2.3,5695.23
SRV_ACC00205_04,2024-07-24,ACC00205,Delta Solutions Corp.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,0,3,0.5,13923.21
SRV_ACC00205_05,2024-10-01,ACC00205,Delta Solutions Corp.,Buenos Aires,Cursos de capacitación,Capacitación técnica,corrective,48,1,3,1.27,4160.17
SRV_ACC00206_01,2025-07-17,ACC00206,Andes Infraestructura S.R.L.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,12,1,3,6.64,16491.36
SRV_ACC00206_02,2025-08-15,ACC00206,Andes Infraestructura S.R.L.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,24,1,3,5.91,2310.97
SRV_ACC00207_01,2025-07-28,ACC00207,Austral Industrial Argentina,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,2,1.24,9056.07
SRV_ACC00207_02,2025-04-01,ACC00207,Austral Industrial Argentina,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,4,0.82,10040.44
SRV_ACC00208_01,2024-09-18,ACC00208,Litoral Energía S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,24,0,0,6.25,867.99
SRV_ACC00208_02,2025-08-01,ACC00208,Litoral Energía S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,4,1,4,1.8,883.02
SRV_ACC00209_01,2024-07-07,ACC00209,Andes Tecnología Group,CABA,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,2,4.75,956.45
SRV_ACC00210_01,2026-01-26,ACC00210,Aconcagua Industrial Group,CABA,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,2,3.28,4892.58
SRV_ACC00210_02,2025-12-04,ACC00210,Aconcagua Industrial Group,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,12,1,2,2.43,45616.62
SRV_ACC00211_01,2024-08-04,ACC00211,Aconcagua Minera S.A.,Chubut,Cursos de capacitación,Capacitación técnica,preventive,12,1,1,6.34,3965.41
SRV_ACC00211_02,2025-01-04,ACC00211,Aconcagua Minera S.A.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,audit,24,1,0,2.66,3591.91
SRV_ACC00211_03,2024-08-29,ACC00211,Aconcagua Minera S.A.,Chubut,Servicio técnico,Mantenimiento correctivo,corrective,48,1,3,0.94,18473.21
SRV_ACC00212_01,2025-09-29,ACC00212,Sur Energía Servicios,Neuquén,Servicio técnico,Mantenimiento correctivo,corrective,12,1,1,6.85,19709.74
SRV_ACC00212_02,2024-08-18,ACC00212,Sur Energía Servicios,Neuquén,Cursos de capacitación,Capacitación técnica,corrective,48,0,5,2.66,546.42
SRV_ACC00213_01,2024-07-09,ACC00213,Litoral Logística Argentina,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,48,1,3,4.83,14937.83
SRV_ACC00213_02,2025-11-03,ACC00213,Litoral Logística Argentina,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,2,3.24,5895.14
SRV_ACC00213_03,2025-10-07,ACC00213,Litoral Logística Argentina,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,3,8.19,8170.66
SRV_ACC00213_04,2024-12-25,ACC00213,Litoral Logística Argentina,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,1,2.18,10103.95
SRV_ACC00213_05,2025-04-03,ACC00213,Litoral Logística Argentina,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,1,4.21,5142.66
SRV_ACC00214_01,2025-01-03,ACC00214,Delta Infraestructura S.R.L.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,2,1.19,9853.75
SRV_ACC00215_01,2025-04-02,ACC00215,Patagonia Energía S.A.,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,4,4.42,1462.04
SRV_ACC00215_02,2024-05-30,ACC00215,Patagonia Energía S.A.,CABA,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,0,5.42,9427.81
SRV_ACC00215_03,2026-02-21,ACC00215,Patagonia Energía S.A.,CABA,Cursos de capacitación,Capacitación técnica,preventive,12,1,2,3.92,3401.42
SRV_ACC00215_04,2026-01-11,ACC00215,Patagonia Energía S.A.,CABA,Servicio técnico,Mantenimiento correctivo,preventive,24,1,1,2.74,1444.55
SRV_ACC00216_01,2025-12-22,ACC00216,Delta Minera S.A.,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,48,1,2,1.34,3114.44
SRV_ACC00217_01,2024-05-27,ACC00217,Delta Energía Servicios,Jujuy,Servicio técnico,Mantenimiento correctivo,preventive,24,1,1,9.65,786.01
SRV_ACC00218_01,2025-08-29,ACC00218,Patagonia Servicios S.A.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,24,1,4,1.94,16293.1
SRV_ACC00219_01,2024-05-20,ACC00219,Andes Infraestructura S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,8,0,2,2.24,18694.86
SRV_ACC00219_02,2024-08-19,ACC00219,Andes Infraestructura S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,1,2.9,22913.01
SRV_ACC00219_03,2026-03-24,ACC00219,Andes Infraestructura S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,2.85,47428.93
SRV_ACC00219_04,2024-11-21,ACC00219,Andes Infraestructura S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,4,1,3,2.74,2081.46
SRV_ACC00219_05,2026-01-03,ACC00219,Andes Infraestructura S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,3,0.7,27226.95
SRV_ACC00220_01,2024-11-12,ACC00220,Austral Industrial Group,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,12,0,2,5.06,36441.53
SRV_ACC00220_02,2025-02-24,ACC00220,Austral Industrial Group,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,4.55,10197.68
SRV_ACC00220_03,2026-02-10,ACC00220,Austral Industrial Group,Buenos Aires,Servicio técnico,Mantenimiento correctivo,preventive,24,1,0,2.31,1805.69
SRV_ACC00220_04,2024-08-27,ACC00220,Austral Industrial Group,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,4,0,2,3.26,3078.26
SRV_ACC00221_01,2025-01-28,ACC00221,Cumbre Energía S.A.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,3,5.51,19757.32
SRV_ACC00221_02,2025-02-24,ACC00221,Cumbre Energía S.A.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,24,1,4,6.61,20058.51
SRV_ACC00221_03,2024-08-18,ACC00221,Cumbre Energía S.A.,CABA,Servicio técnico,Mantenimiento correctivo,training,24,1,0,2.33,6801.74
SRV_ACC00222_01,2024-10-29,ACC00222,Austral Oil Servicios,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,48,1,2,6.73,2963.84
SRV_ACC00222_02,2025-11-24,ACC00222,Austral Oil Servicios,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,24,1,2,12.61,17513.52
SRV_ACC00222_03,2025-08-23,ACC00222,Austral Oil Servicios,Buenos Aires,Servicio técnico,Mantenimiento correctivo,audit,8,0,1,2.7,3986.57
SRV_ACC00222_04,2024-04-27,ACC00222,Austral Oil Servicios,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,3,1.83,6502.52
SRV_ACC00223_01,2026-01-18,ACC00223,Patagonia Infraestructura Argentina,Río Negro,Cursos de capacitación,Capacitación técnica,preventive,48,1,2,1.83,4636.43
SRV_ACC00223_02,2025-06-18,ACC00223,Patagonia Infraestructura Argentina,Río Negro,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,0,6.16,6506.15
SRV_ACC00223_03,2024-10-08,ACC00223,Patagonia Infraestructura Argentina,Río Negro,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,4,1,1,5.45,32905.37
SRV_ACC00224_01,2024-08-02,ACC00224,Delta Energía S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,1,6.51,46924.23
SRV_ACC00224_02,2025-12-14,ACC00224,Delta Energía S.A.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,3,6.0,3607.2
SRV_ACC00225_01,2025-02-28,ACC00225,Andes Logística Corp.,Chubut,Cursos de capacitación,Capacitación técnica,corrective,48,1,1,8.19,2863.18
SRV_ACC00225_02,2025-10-02,ACC00225,Andes Logística Corp.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,2,4.73,6671.53
SRV_ACC00225_03,2026-02-16,ACC00225,Andes Logística Corp.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,corrective,12,1,2,4.17,2214.86
SRV_ACC00225_04,2024-11-26,ACC00225,Andes Logística Corp.,Chubut,Auditoria de Aire Sullair,Auditoría industrial,training,12,0,0,10.7,5336.94
SRV_ACC00226_01,2025-06-13,ACC00226,Delta Logística S.R.L.,San Juan,Servicio técnico,Mantenimiento correctivo,audit,4,1,3,5.25,7715.0
SRV_ACC00226_02,2025-11-10,ACC00226,Delta Logística S.R.L.,San Juan,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,0,3.27,4387.31
SRV_ACC00226_03,2025-06-25,ACC00226,Delta Logística S.R.L.,San Juan,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,1,2.96,8625.21
SRV_ACC00227_01,2025-08-23,ACC00227,Andes Minera Group,Buenos Aires,Cursos de capacitación,Capacitación técnica,training,24,1,1,3.14,3536.0
SRV_ACC00227_02,2025-03-10,ACC00227,Andes Minera Group,Buenos Aires,Cursos de capacitación,Capacitación técnica,audit,48,1,2,2.77,4240.94
SRV_ACC00228_01,2024-10-25,ACC00228,Norte Energía Servicios,Río Negro,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,5.17,36761.82
SRV_ACC00229_01,2025-09-11,ACC00229,Norte Logística S.A.,Buenos Aires,Cursos de capacitación,Capacitación técnica,training,8,1,3,3.71,1691.83
SRV_ACC00230_01,2024-12-15,ACC00230,Austral Solutions S.R.L.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,5,4.03,26792.24
SRV_ACC00230_02,2025-03-15,ACC00230,Austral Solutions S.R.L.,San Juan,Cursos de capacitación,Capacitación técnica,audit,48,1,1,5.86,514.56
SRV_ACC00231_01,2025-07-23,ACC00231,Norte Energía S.R.L.,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,0.7,28853.49
SRV_ACC00232_01,2024-09-09,ACC00232,Sur Minera Argentina,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,5.95,2182.92
SRV_ACC00232_02,2024-04-21,ACC00232,Sur Minera Argentina,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,4,1,3,2.07,2464.01
SRV_ACC00232_03,2024-08-19,ACC00232,Sur Minera Argentina,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,1,6.85,11610.65
SRV_ACC00232_04,2024-05-03,ACC00232,Sur Minera Argentina,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,1,2,5.92,40415.74
SRV_ACC00233_01,2025-11-12,ACC00233,Norte Infraestructura Group,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,3,1.87,41156.73
SRV_ACC00234_01,2024-07-13,ACC00234,Delta Energía S.R.L.,CABA,Cursos de capacitación,Capacitación técnica,audit,12,1,3,1.49,1950.01
SRV_ACC00234_02,2025-01-18,ACC00234,Delta Energía S.R.L.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,12,1,4,1.68,34686.13
SRV_ACC00235_01,2025-05-22,ACC00235,Delta Infraestructura Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,48,1,4,5.19,10209.02
SRV_ACC00235_02,2026-03-20,ACC00235,Delta Infraestructura Argentina,Buenos Aires,Cursos de capacitación,Capacitación técnica,corrective,12,1,1,4.18,1687.9
SRV_ACC00236_01,2025-06-11,ACC00236,Delta Industrial Corp.,Santa Fe,Servicio técnico,Mantenimiento correctivo,preventive,4,1,1,1.09,713.93
SRV_ACC00236_02,2025-06-17,ACC00236,Delta Industrial Corp.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,2,9.28,11166.47
SRV_ACC00236_03,2025-09-16,ACC00236,Delta Industrial Corp.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,8,1,1,0.65,48651.62
SRV_ACC00236_04,2025-02-07,ACC00236,Delta Industrial Corp.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,1,4.19,3650.29
SRV_ACC00236_05,2025-05-29,ACC00236,Delta Industrial Corp.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,0.64,1642.3
SRV_ACC00237_01,2024-08-19,ACC00237,Pampa Operaciones Group,Santa Cruz,Cursos de capacitación,Capacitación técnica,audit,12,1,1,7.1,1619.94
SRV_ACC00238_01,2024-06-12,ACC00238,Sur Energía S.A.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,2,2.14,1884.7
SRV_ACC00238_02,2024-05-23,ACC00238,Sur Energía S.A.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,8,1,2,2.18,20731.12
SRV_ACC00239_01,2025-07-06,ACC00239,Sur Solutions S.R.L.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,48,1,4,1.85,17258.34
SRV_ACC00239_02,2024-04-30,ACC00239,Sur Solutions S.R.L.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,4,1,2,4.34,38076.82
SRV_ACC00239_03,2025-05-17,ACC00239,Sur Solutions S.R.L.,San Juan,Servicio técnico,Mantenimiento correctivo,corrective,12,1,1,1.38,11783.16
SRV_ACC00239_04,2025-05-30,ACC00239,Sur Solutions S.R.L.,San Juan,Cursos de capacitación,Capacitación técnica,corrective,4,1,1,0.5,4079.18
SRV_ACC00240_01,2024-06-30,ACC00240,Litoral Industrial S.A.,San Juan,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,2,3.61,7113.36
SRV_ACC00240_02,2024-10-01,ACC00240,Litoral Industrial S.A.,San Juan,Cursos de capacitación,Capacitación técnica,preventive,4,1,1,11.95,2971.27
SRV_ACC00240_03,2025-11-07,ACC00240,Litoral Industrial S.A.,San Juan,Servicio técnico,Mantenimiento correctivo,training,12,1,2,3.37,8376.4
SRV_ACC00240_04,2024-12-14,ACC00240,Litoral Industrial S.A.,San Juan,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,2.78,2595.39
SRV_ACC00240_05,2025-04-21,ACC00240,Litoral Industrial S.A.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,2,0.9,27829.74
SRV_ACC00241_01,2024-12-20,ACC00241,Austral Minera Group,Córdoba,Cursos de capacitación,Capacitación técnica,preventive,8,1,0,3.83,4418.23
SRV_ACC00242_01,2025-12-27,ACC00242,Sur Tecnología S.R.L.,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,24,1,2,0.79,1177.6
SRV_ACC00242_02,2025-01-12,ACC00242,Sur Tecnología S.R.L.,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,training,24,0,2,1.5,10196.57
SRV_ACC00243_01,2025-03-10,ACC00243,Delta Servicios S.R.L.,Mendoza,Cursos de capacitación,Capacitación técnica,training,12,1,3,3.14,2975.45
SRV_ACC00243_02,2025-09-13,ACC00243,Delta Servicios S.R.L.,Mendoza,Servicio técnico,Mantenimiento correctivo,preventive,4,1,3,2.94,12522.73
SRV_ACC00243_03,2025-08-08,ACC00243,Delta Servicios S.R.L.,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,3,1.35,30506.77
SRV_ACC00243_04,2025-02-28,ACC00243,Delta Servicios S.R.L.,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,corrective,12,1,0,5.8,4205.13
SRV_ACC00243_05,2025-05-26,ACC00243,Delta Servicios S.R.L.,Mendoza,Servicio técnico,Mantenimiento correctivo,training,24,1,3,3.49,18021.56
SRV_ACC00244_01,2025-04-16,ACC00244,Austral Infraestructura S.R.L.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,1,7.71,7445.69
SRV_ACC00244_02,2025-03-25,ACC00244,Austral Infraestructura S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,audit,8,1,2,1.61,2968.18
SRV_ACC00244_03,2026-03-08,ACC00244,Austral Infraestructura S.R.L.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,3,3.14,6915.75
SRV_ACC00244_04,2024-08-01,ACC00244,Austral Infraestructura S.R.L.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,1,4.97,34953.36
SRV_ACC00244_05,2025-03-08,ACC00244,Austral Infraestructura S.R.L.,Santa Cruz,Servicio técnico,Mantenimiento correctivo,training,12,1,2,6.4,3880.25
SRV_ACC00245_01,2024-07-27,ACC00245,Delta Logística Argentina,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,training,4,1,3,3.93,3767.6
SRV_ACC00245_02,2026-02-06,ACC00245,Delta Logística Argentina,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,3,1.27,4267.83
SRV_ACC00245_03,2024-09-13,ACC00245,Delta Logística Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,8,1,1,11.25,3837.07
SRV_ACC00245_04,2025-05-23,ACC00245,Delta Logística Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,corrective,4,1,1,1.39,8896.31
SRV_ACC00245_05,2024-06-28,ACC00245,Delta Logística Argentina,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,0,1.91,3766.37
SRV_ACC00246_01,2024-07-03,ACC00246,Austral Logística S.A.,Buenos Aires,Servicio técnico,Mantenimiento correctivo,preventive,4,1,3,3.22,1105.11
SRV_ACC00247_01,2024-07-12,ACC00247,Litoral Logística S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,1,10.69,19993.65
SRV_ACC00247_02,2025-03-26,ACC00247,Litoral Logística S.R.L.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,1,4.33,4217.75
SRV_ACC00247_03,2024-11-04,ACC00247,Litoral Logística S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,24,1,3,8.44,18231.17
SRV_ACC00247_04,2026-03-14,ACC00247,Litoral Logística S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,4,1,2,0.56,2945.54
SRV_ACC00248_01,2025-12-25,ACC00248,Cumbre Industrial S.R.L.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,audit,4,1,2,1.47,10923.67
SRV_ACC00248_02,2025-07-08,ACC00248,Cumbre Industrial S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,2,1.71,16123.92
SRV_ACC00248_03,2025-06-30,ACC00248,Cumbre Industrial S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,4,1,3,4.13,2056.41
SRV_ACC00248_04,2025-06-03,ACC00248,Cumbre Industrial S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,2.39,19379.52
SRV_ACC00249_01,2026-02-09,ACC00249,Sur Logística S.R.L.,Catamarca,Servicio técnico,Mantenimiento correctivo,preventive,8,1,3,1.65,5946.19
SRV_ACC00250_01,2025-03-26,ACC00250,Patagonia Industrial S.A.,Córdoba,Servicio técnico,Mantenimiento correctivo,training,48,1,1,1.07,3219.71
SRV_ACC00250_02,2025-03-11,ACC00250,Patagonia Industrial S.A.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,8,1,2,5.4,49086.88
SRV_ACC00251_01,2025-06-22,ACC00251,Cumbre Solutions S.R.L.,Buenos Aires,Cursos de capacitación,Capacitación técnica,audit,24,1,0,2.41,3742.22
SRV_ACC00251_02,2025-12-02,ACC00251,Cumbre Solutions S.R.L.,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,4,1,3,2.53,1033.19
SRV_ACC00251_03,2025-12-11,ACC00251,Cumbre Solutions S.R.L.,Buenos Aires,Servicio técnico,Mantenimiento correctivo,corrective,48,1,0,4.33,1765.96
SRV_ACC00251_04,2024-05-02,ACC00251,Cumbre Solutions S.R.L.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,9.19,22329.6
SRV_ACC00252_01,2024-04-26,ACC00252,Patagonia Oil S.A.,San Juan,Auditoria de Aire Sullair,Auditoría industrial,training,8,1,1,3.33,9474.46
SRV_ACC00252_02,2025-12-02,ACC00252,Patagonia Oil S.A.,San Juan,Auditoria de Aire Sullair,Auditoría industrial,training,24,0,4,5.11,3922.93
SRV_ACC00252_03,2024-05-26,ACC00252,Patagonia Oil S.A.,San Juan,Cursos de capacitación,Capacitación técnica,preventive,48,1,2,1.82,4982.96
SRV_ACC00253_01,2025-08-10,ACC00253,Patagonia Logística S.R.L.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,training,12,1,1,3.29,6695.83
SRV_ACC00253_02,2025-01-08,ACC00253,Patagonia Logística S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,5,0.71,39820.16
SRV_ACC00253_03,2025-10-26,ACC00253,Patagonia Logística S.R.L.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,1,1.4,928.67
SRV_ACC00253_04,2026-03-16,ACC00253,Patagonia Logística S.R.L.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,3,4.49,22416.69
SRV_ACC00253_05,2024-11-05,ACC00253,Patagonia Logística S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,training,4,1,1,2.34,941.08
SRV_ACC00254_01,2025-04-23,ACC00254,Austral Minera S.R.L.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,training,4,1,3,6.55,4155.57
SRV_ACC00254_02,2024-06-07,ACC00254,Austral Minera S.R.L.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,0,1,5.58,9265.84
SRV_ACC00254_03,2024-08-18,ACC00254,Austral Minera S.R.L.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,3,6.39,8741.99
SRV_ACC00255_01,2024-05-27,ACC00255,Norte Energía Corp.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,1.84,9623.14
SRV_ACC00256_01,2026-03-27,ACC00256,Aconcagua Logística S.R.L.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,48,1,2,4.13,40786.62
SRV_ACC00256_02,2024-10-23,ACC00256,Aconcagua Logística S.R.L.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,2,0.5,2526.04
SRV_ACC00256_03,2026-01-31,ACC00256,Aconcagua Logística S.R.L.,Córdoba,Servicio técnico,Mantenimiento correctivo,audit,24,1,2,12.6,16782.07
SRV_ACC00256_04,2024-11-28,ACC00256,Aconcagua Logística S.R.L.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,2,1.46,6229.58
SRV_ACC00256_05,2025-12-18,ACC00256,Aconcagua Logística S.R.L.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,8,0,1,4.94,19490.09
SRV_ACC00257_01,2024-09-13,ACC00257,Sur Oil Corp.,Neuquén,Servicio técnico,Mantenimiento correctivo,corrective,4,0,4,2.76,5922.29
SRV_ACC00257_02,2024-11-08,ACC00257,Sur Oil Corp.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,1,8.26,2294.52
SRV_ACC00257_03,2025-09-16,ACC00257,Sur Oil Corp.,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,1,2,3.8,30097.12
SRV_ACC00258_01,2025-12-07,ACC00258,Patagonia Operaciones Argentina,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,4,1,3,2.49,2237.92
SRV_ACC00258_02,2025-11-21,ACC00258,Patagonia Operaciones Argentina,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,24,1,2,6.41,21597.72
